lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag,prediction_label,prediction_score
34.0413,-118.2498,3,1,0,2,1,1,1.0
34.0233,-118.3088,8,3,0,4,0,0,1.0
33.9003,-118.4038,9,3,0,19,1,0,1.0
33.8963,-118.3268,10,3,0,15,1,0,1.0
33.9693,-118.1188,5,2,0,16,1,0,1.0
33.9093,-118.1668,5,4,0,16,0,0,1.0
34.0113,-118.1778,1,2,0,9,1,0,1.0
33.8383,-118.3108,5,4,0,21,0,1,1.0
34.0443,-118.2698,3,2,0,0,1,1,0.6613
34.0403,-118.2638,2,2,0,0,1,1,1.0
34.0443,-118.2698,6,2,0,0,1,1,0.7647
33.9703,-118.3918,0,4,0,14,1,0,1.0
34.0193,-118.4608,5,2,0,19,1,0,1.0
34.0253,-118.0998,6,2,0,17,0,1,1.0
34.0443,-118.2698,4,1,0,0,0,1,0.675
34.0063,-118.1268,10,2,0,14,1,0,1.0
34.0443,-118.2708,3,4,0,0,0,1,0.6047
34.0443,-118.2698,6,3,0,0,1,1,0.6852
33.9833,-118.3088,10,2,0,7,1,0,1.0
33.8843,-118.1378,0,1,0,20,1,0,1.0
33.9103,-118.1968,1,2,0,15,0,1,1.0
34.0193,-118.2608,2,4,0,2,1,0,1.0
33.9403,-118.2928,1,1,0,10,0,0,1.0
33.8633,-118.3788,7,1,1,21,1,1,1.0
34.0263,-118.1518,5,1,0,11,0,0,1.0
34.0183,-118.0978,9,4,0,17,1,0,1.0
33.9003,-118.2878,5,3,0,14,0,0,1.0
33.8193,-118.2488,1,4,0,22,1,0,1.0
34.0173,-118.0948,4,3,0,17,0,0,1.0
33.8943,-118.2028,6,1,0,16,1,0,1.0
33.8963,-118.3918,10,4,0,19,1,0,1.0
34.0443,-118.2698,10,3,0,0,1,1,0.625
33.9343,-118.1318,1,1,0,17,1,0,1.0
34.0443,-118.2698,1,4,0,0,0,1,0.6441
34.0323,-118.3598,4,2,0,9,1,0,1.0
33.8863,-118.1368,10,1,0,20,0,1,1.0
34.0443,-118.2698,3,3,0,0,1,1,0.6087
34.0133,-118.2938,1,4,0,3,1,0,1.0
33.8163,-118.2998,11,3,0,22,0,1,1.0
33.9443,-118.2728,3,1,0,10,0,1,1.0
33.9293,-118.1908,9,2,0,13,0,1,1.0
34.0443,-118.2698,9,3,0,0,1,1,0.6207
33.9953,-118.2458,3,4,0,5,0,0,1.0
33.9923,-118.2718,10,1,1,5,1,1,1.0
34.0463,-118.4058,10,2,0,13,0,0,1.0
34.0033,-118.1038,5,3,0,17,0,1,1.0
33.9093,-118.1318,2,3,0,19,0,0,1.0
34.0183,-118.3948,6,1,0,12,1,1,1.0
33.9533,-118.3778,1,3,0,14,0,0,1.0
34.0443,-118.2698,0,2,1,0,1,1,0.5333
33.9243,-118.1628,0,1,0,16,0,1,1.0
33.9873,-118.2628,1,1,0,5,0,1,1.0
34.0493,-118.0768,8,4,0,19,0,0,1.0
33.9083,-118.1228,3,2,1,20,1,1,1.0
33.8673,-118.3828,6,3,0,20,0,1,1.0
34.0443,-118.2698,5,1,1,0,0,1,0.6
33.9953,-118.1748,10,1,0,10,0,1,1.0
34.0213,-118.2878,4,3,0,2,1,1,1.0
33.9003,-118.2708,7,3,1,14,0,1,1.0
33.9863,-118.2528,5,2,0,6,1,1,1.0
33.9763,-118.1318,9,4,0,15,0,0,1.0
33.8733,-118.2628,4,2,0,17,0,1,1.0
33.9373,-118.1698,3,3,0,14,0,1,1.0
34.0433,-118.2678,3,2,0,0,1,1,1.0
33.9493,-118.3058,10,3,0,10,0,0,1.0
33.9813,-118.1228,6,3,0,15,0,0,1.0
33.8843,-118.1138,1,4,0,22,0,1,1.0
33.8313,-118.2938,4,2,0,21,1,0,1.0
34.0443,-118.2698,9,4,0,0,1,1,0.6
34.0083,-118.1228,8,1,0,15,1,0,1.0
33.8313,-118.3378,0,1,0,22,0,1,1.0
33.9403,-118.2758,0,3,0,10,0,1,1.0
33.9883,-118.1728,6,1,0,11,0,0,1.0
34.0443,-118.2698,7,1,0,0,0,1,0.5625
33.9403,-118.2598,7,1,1,10,0,1,1.0
33.8863,-118.1618,10,1,0,19,0,0,1.0
34.0183,-118.2228,5,3,0,5,1,0,1.0
34.0083,-118.0828,9,4,0,19,0,1,1.0
33.8903,-118.3018,0,4,0,15,1,1,1.0
33.9593,-118.2568,0,5,0,8,1,1,1.0
34.0573,-118.4078,8,2,0,13,0,1,1.0
33.9903,-118.2318,7,2,0,6,0,1,1.0
33.9263,-118.0998,5,1,0,20,0,1,1.0
34.0303,-118.1618,2,3,0,10,1,1,1.0
33.9573,-118.4358,7,4,1,18,1,1,1.0
34.0443,-118.2698,5,4,1,0,0,1,0.6667
34.0683,-118.0798,7,1,0,19,1,0,1.0
33.8883,-118.3668,6,3,0,18,0,0,1.0
34.0443,-118.2698,4,3,0,0,0,1,0.5882
33.9973,-118.2878,11,1,0,5,0,0,1.0
33.8733,-118.2068,3,2,0,18,0,1,1.0
34.0443,-118.2698,8,3,0,0,1,1,0.6604
34.0443,-118.2698,10,1,0,0,1,1,0.5641
34.0443,-118.2698,1,1,0,0,1,0,0.5
33.8993,-118.2408,10,1,1,14,0,0,1.0
34.0443,-118.2698,2,4,0,0,1,1,0.7188
34.0323,-118.2598,0,4,0,1,1,0,1.0
33.9403,-118.3268,11,4,0,11,1,0,1.0
34.0443,-118.2698,4,1,0,0,0,1,0.675
33.9463,-118.3658,1,1,0,13,0,0,1.0
33.9703,-118.2768,3,1,0,7,0,1,1.0
34.0033,-118.2318,11,2,0,5,1,0,1.0
33.9153,-118.0898,0,2,0,22,1,1,1.0
33.8433,-118.1748,0,4,0,22,1,0,1.0
33.9443,-118.1398,8,1,0,16,1,0,1.0
34.0443,-118.2698,10,4,0,0,0,0,0.5714
33.9203,-118.4488,9,1,0,21,1,0,1.0
33.9983,-118.3118,4,1,0,6,0,0,1.0
33.8803,-118.3538,11,2,0,18,0,1,1.0
33.8813,-118.2598,0,4,1,16,1,0,1.0
34.0443,-118.2698,4,2,0,0,0,1,0.5273
33.9213,-118.3708,2,4,0,15,0,1,1.0
34.0303,-118.1208,3,2,0,14,0,0,1.0
34.0473,-118.1208,11,3,0,14,0,1,1.0
33.8843,-118.4278,9,3,0,22,0,1,1.0
34.0443,-118.2698,11,1,0,0,1,1,0.6667
34.0443,-118.4438,2,2,0,17,0,1,1.0
34.0163,-118.2768,3,2,0,2,1,0,1.0
34.0083,-118.4588,11,3,0,19,1,0,1.0
34.0273,-118.2518,0,1,0,2,1,0,1.0
34.0443,-118.2698,9,1,0,0,1,1,0.6481
34.0433,-118.2538,7,3,0,1,1,1,1.0
33.8353,-118.3368,2,1,0,21,1,1,1.0
34.0233,-118.3658,8,4,0,9,0,0,1.0
34.0413,-118.1088,9,1,0,16,1,0,1.0
34.0303,-118.2628,1,4,0,1,1,1,1.0
34.0443,-118.2698,6,1,1,0,1,1,0.6667
33.9923,-118.2828,3,4,0,5,1,0,1.0
34.0353,-118.3188,5,4,0,4,0,1,1.0
34.0443,-118.2698,10,4,1,0,1,1,0.6667
33.9573,-118.1488,8,4,0,14,0,1,1.0
33.9733,-118.3698,3,1,1,12,0,1,1.0
34.0493,-118.1108,1,5,0,15,1,1,1.0
33.9123,-118.3698,6,4,0,16,0,0,1.0
33.9993,-118.1098,6,1,0,16,0,0,1.0
34.0033,-118.1758,11,1,0,10,0,0,1.0
34.0673,-118.4468,8,4,0,17,0,0,1.0
34.0263,-118.4638,0,1,0,19,1,0,1.0
33.8663,-118.1518,0,3,0,21,0,0,1.0
33.8753,-118.3078,11,1,0,17,0,0,1.0
34.0443,-118.2698,10,3,0,0,1,1,0.625
34.0443,-118.2698,2,3,0,0,1,1,0.6579
34.0353,-118.0638,6,4,0,20,1,1,1.0
34.0443,-118.2698,6,3,0,0,0,1,0.6852
34.0443,-118.2698,0,2,0,0,0,1,0.5323
34.0443,-118.2698,6,3,0,0,1,1,0.6852
34.0303,-118.3628,3,1,0,9,1,1,1.0
33.9493,-118.4518,6,1,0,20,1,1,1.0
33.9263,-118.1808,5,4,0,14,0,0,1.0
33.8993,-118.2368,7,3,0,14,0,1,1.0
33.8633,-118.1828,6,3,0,20,1,1,1.0
34.0443,-118.2698,0,1,0,0,1,1,0.5862
33.9243,-118.4148,10,3,0,18,0,0,1.0
33.8553,-118.2968,9,1,0,19,0,1,1.0
33.8523,-118.1638,3,5,0,21,0,0,1.0
34.0413,-118.1318,10,2,0,13,1,0,1.0
34.0293,-118.2208,8,3,0,5,0,0,1.0
34.0323,-118.2858,8,1,0,2,0,1,1.0
33.9623,-118.2588,8,2,0,8,0,1,1.0
34.0443,-118.2698,5,1,1,0,1,1,0.6
33.8583,-118.3328,7,2,0,19,1,1,1.0
33.9453,-118.1088,3,2,0,18,0,0,1.0
34.0443,-118.2698,6,4,1,0,1,1,1.0
33.9423,-118.2768,1,4,1,10,1,1,1.0
33.9693,-118.3698,1,4,0,12,0,1,1.0
34.0443,-118.2698,3,5,0,0,0,0,0.6667
33.9853,-118.1488,6,4,0,13,0,0,1.0
33.9663,-118.1998,6,1,0,10,0,1,1.0
34.0353,-118.1228,10,1,0,14,0,1,1.0
34.0583,-118.0678,2,2,0,20,1,0,1.0
34.0443,-118.2698,4,4,1,0,0,1,0.7143
34.0233,-118.1378,8,1,0,13,0,1,1.0
33.9833,-118.2378,0,3,0,6,1,1,1.0
33.9733,-118.1728,2,1,0,12,0,1,1.0
33.9733,-118.3748,2,2,1,12,1,0,1.0
33.8473,-118.2078,7,3,0,20,1,0,1.0
34.0443,-118.2698,2,1,1,0,1,1,0.75
33.9493,-118.1088,1,2,0,18,0,1,1.0
33.8703,-118.3538,7,3,0,19,0,1,1.0
33.9043,-118.1288,11,1,0,19,0,0,1.0
34.0493,-118.0978,6,4,0,17,0,0,1.0
33.9833,-118.3968,2,2,1,14,0,1,1.0
34.0273,-118.2958,3,4,1,3,1,1,1.0
34.0233,-118.4308,11,4,0,16,1,0,1.0
33.9503,-118.2958,5,1,1,9,0,0,1.0
33.9983,-118.0908,4,1,0,18,0,1,1.0
34.0443,-118.2698,1,2,1,0,1,0,0.8182
33.9923,-118.3038,6,3,0,6,0,0,1.0
33.8683,-118.3868,7,4,1,21,0,0,1.0
33.9953,-118.2698,9,2,0,4,1,1,1.0
34.0613,-118.4318,11,1,0,16,0,0,1.0
33.9753,-118.1618,3,1,0,12,1,1,1.0
34.0443,-118.2698,3,2,0,0,1,1,0.6613
33.9723,-118.3118,2,4,0,8,0,0,1.0
34.0293,-118.1968,6,1,0,7,0,1,1.0
34.0333,-118.2518,11,1,0,2,1,0,1.0
33.9283,-118.2058,7,3,0,13,0,1,1.0
34.0443,-118.2308,10,3,0,3,1,1,1.0
34.0533,-118.1298,9,1,0,14,1,0,1.0
34.0403,-118.1498,9,3,0,12,1,1,1.0
33.9313,-118.4438,1,4,0,20,1,0,1.0
33.9443,-118.4128,9,3,0,17,0,0,1.0
33.9453,-118.2378,6,3,0,10,1,1,1.0
33.9913,-118.2688,1,2,0,5,1,0,1.0
33.8943,-118.2588,0,4,0,15,0,1,1.0
33.9553,-118.3898,10,1,0,14,1,0,1.0
34.0033,-118.0938,5,4,0,18,1,0,1.0
34.0443,-118.2698,6,3,1,0,1,1,0.6
34.0443,-118.4108,3,4,0,14,1,1,1.0
33.9733,-118.2698,5,1,0,7,0,0,1.0
33.9493,-118.2268,3,2,0,10,1,0,1.0
34.0363,-118.3938,11,2,0,12,1,1,1.0
34.0443,-118.2698,5,4,1,0,1,1,0.6667
33.8703,-118.2458,10,1,0,17,1,0,1.0
33.9813,-118.2368,6,3,0,7,1,0,1.0
34.0133,-118.2688,6,3,0,3,1,1,1.0
33.9993,-118.1488,3,3,0,12,1,0,1.0
34.0633,-118.4878,5,1,0,21,0,1,1.0
34.0393,-118.3718,3,2,1,10,0,0,1.0
34.0293,-118.2608,11,3,0,1,0,1,1.0
33.8933,-118.3408,2,3,1,16,0,1,1.0
33.9283,-118.3708,7,1,0,15,0,0,1.0
33.8953,-118.1528,10,1,0,18,0,0,1.0
33.9303,-118.4208,9,3,1,18,0,0,1.0
34.0443,-118.2698,0,3,0,0,1,1,0.5231
34.0443,-118.2698,8,1,1,0,1,0,0.5
33.8963,-118.1258,9,1,0,20,1,1,1.0
34.0603,-118.1038,2,1,0,16,0,1,1.0
33.9353,-118.3248,0,1,0,12,1,0,1.0
34.0443,-118.2698,2,3,1,0,0,1,0.7143
33.9393,-118.2778,7,3,0,10,0,1,1.0
33.8933,-118.3568,8,1,0,17,1,0,1.0
33.9983,-118.1068,10,1,1,16,1,1,1.0
34.0433,-118.2888,4,3,0,1,1,0,1.0
33.9483,-118.3118,6,1,1,10,1,0,1.0
34.0273,-118.2778,1,2,0,1,0,0,1.0
34.0443,-118.2698,11,3,0,0,1,1,0.75
34.0053,-118.2568,4,3,1,4,0,0,1.0
34.0443,-118.2698,2,1,0,0,0,1,0.678
33.9113,-118.2688,5,2,0,13,1,1,1.0
33.8313,-118.3078,0,3,0,21,0,1,1.0
33.9453,-118.4308,1,1,0,18,0,0,1.0
33.9323,-118.1368,1,4,0,17,0,1,1.0
33.8913,-118.4228,7,4,0,21,1,0,1.0
34.0693,-118.1968,1,2,1,7,0,0,1.0
33.9683,-118.1928,8,3,1,10,1,0,1.0
34.0443,-118.2698,8,4,0,0,1,1,0.5897
33.9783,-118.3948,9,3,0,14,1,1,1.0
33.8603,-118.2088,3,3,0,19,1,1,1.0
34.0383,-118.1558,4,3,0,11,1,0,1.0
34.0443,-118.2698,10,1,0,0,1,1,0.5641
34.0453,-118.4508,5,4,0,18,0,0,1.0
33.8753,-118.2818,3,2,1,16,0,0,1.0
34.0443,-118.1528,4,1,0,11,1,0,1.0
34.0313,-118.0808,7,4,0,18,0,0,1.0
33.9593,-118.4228,10,1,0,17,1,0,1.0
34.0443,-118.2698,2,1,0,0,0,1,0.678
33.9933,-118.1738,6,2,0,10,0,1,1.0
33.9283,-118.2438,5,2,0,11,1,0,1.0
33.9693,-118.0988,5,1,0,18,0,0,1.0
34.0263,-118.1658,1,1,0,10,0,0,1.0
34.0453,-118.4208,5,3,0,15,0,1,1.0
33.8933,-118.2548,10,3,0,15,1,0,1.0
34.0143,-118.3378,1,4,0,7,1,1,1.0
34.0213,-118.3178,2,1,1,5,0,1,1.0
33.9303,-118.4178,6,4,1,18,0,1,1.0
33.8993,-118.1618,9,4,0,18,0,1,1.0
33.9223,-118.1368,4,2,0,18,1,1,1.0
33.8713,-118.1638,2,3,0,20,1,1,1.0
34.0443,-118.2698,7,2,0,0,0,1,0.7917
33.9473,-118.3298,4,3,0,11,1,0,1.0
33.9563,-118.2608,6,2,0,8,0,0,1.0
34.0373,-118.2808,5,4,0,1,1,1,1.0
34.0423,-118.2598,6,2,0,1,1,0,1.0
34.0323,-118.0968,10,1,0,17,1,1,1.0
33.9583,-118.1418,9,2,0,15,0,0,1.0
33.8763,-118.2088,8,3,0,17,1,1,1.0
34.0493,-118.3658,10,3,0,9,0,0,1.0
34.0443,-118.2698,10,4,1,0,0,1,0.6667
33.9573,-118.2798,10,3,0,8,1,0,1.0
33.9953,-118.3448,1,2,0,8,1,1,1.0
33.8853,-118.1478,2,1,1,20,0,1,1.0
33.9103,-118.1658,5,1,0,16,1,1,1.0
33.8813,-118.2478,9,1,0,16,0,0,1.0
33.9723,-118.2698,2,4,0,7,0,0,1.0
33.9893,-118.3198,6,3,1,7,0,0,1.0
34.0323,-118.3738,8,3,0,10,1,1,1.0
34.0553,-118.0658,7,4,0,20,0,0,1.0
33.9393,-118.1538,2,4,0,15,0,1,1.0
34.0183,-118.4718,3,1,0,20,1,1,1.0
33.8553,-118.1498,2,2,0,22,0,0,1.0
33.8843,-118.2728,6,3,0,16,0,0,1.0
34.0063,-118.0808,1,3,0,19,0,0,1.0
33.8803,-118.4238,7,1,0,22,1,0,1.0
33.9813,-118.2738,6,4,1,6,1,0,1.0
34.0413,-118.4378,9,1,1,16,0,0,1.0
33.8983,-118.2458,1,2,1,14,1,1,1.0
34.0443,-118.2698,11,4,0,0,1,0,0.5
34.0373,-118.3948,1,1,0,12,0,1,1.0
33.9293,-118.1908,4,5,0,13,0,1,1.0
34.0443,-118.2698,0,2,0,0,1,1,0.5323
34.0443,-118.2698,0,4,0,0,1,1,0.614
34.0333,-118.2608,10,1,0,1,1,1,1.0
33.9623,-118.3498,10,1,0,11,0,1,1.0
33.9423,-118.4108,0,1,0,17,1,1,1.0
34.0443,-118.2698,6,1,1,0,0,1,0.6667
34.0443,-118.2698,6,3,0,0,0,1,0.6852
33.8953,-118.2038,10,1,0,16,0,1,1.0
33.9563,-118.3808,6,3,0,14,1,1,1.0
33.8663,-118.3018,1,2,0,18,1,1,1.0
34.0443,-118.2698,6,2,0,0,1,1,0.7647
33.9363,-118.1698,7,3,0,14,0,1,1.0
34.0443,-118.2698,4,2,0,0,0,1,0.5273
34.0443,-118.2698,3,1,0,0,1,1,0.6863
33.9833,-118.3728,1,2,0,11,1,0,1.0
33.8503,-118.3978,10,1,0,23,1,0,1.0
33.9233,-118.3298,2,2,0,13,1,1,1.0
34.0443,-118.2698,2,3,0,0,1,1,0.6579
33.8883,-118.2178,3,3,0,16,0,1,1.0
34.0443,-118.2698,6,1,0,0,0,1,0.6765
33.9883,-118.3178,11,3,0,7,0,0,1.0
34.0043,-118.3368,10,1,1,7,0,1,1.0
34.0273,-118.1798,10,3,0,9,0,1,1.0
33.9283,-118.4098,0,1,0,18,0,0,1.0
33.9033,-118.4028,1,2,0,19,0,1,1.0
33.8683,-118.1668,2,3,0,20,0,1,1.0
34.0113,-118.2928,4,3,0,4,1,1,1.0
33.9083,-118.4188,3,4,0,20,1,0,1.0
34.0443,-118.2698,3,3,0,0,0,1,0.6087
34.0083,-118.1038,4,1,0,16,0,0,1.0
34.0213,-118.4108,2,3,1,14,0,0,1.0
34.0443,-118.2698,11,4,0,0,0,0,0.5
33.8883,-118.4008,10,4,0,20,0,1,1.0
34.0443,-118.2698,10,1,0,0,1,1,0.5641
34.0443,-118.2698,7,2,0,0,1,1,0.7917
33.9493,-118.3488,2,2,0,12,0,1,1.0
33.9393,-118.3918,3,2,0,16,0,1,1.0
33.9913,-118.3588,6,4,0,10,0,0,1.0
34.0443,-118.2698,1,2,0,0,1,1,0.6154
33.8373,-118.1968,10,3,0,21,0,1,1.0
33.9403,-118.2418,10,4,0,10,0,0,1.0
34.0283,-118.2388,10,2,0,3,1,0,1.0
34.0573,-118.4158,2,3,1,14,0,1,1.0
34.0243,-118.0878,8,4,0,18,1,0,1.0
33.9373,-118.4388,10,2,0,20,0,1,1.0
34.0023,-118.3618,8,3,0,10,0,1,1.0
33.9993,-118.3748,11,2,0,11,0,1,1.0
34.0443,-118.2698,3,1,0,0,0,1,0.6863
34.0113,-118.1338,5,2,0,13,1,1,1.0
34.0443,-118.2698,4,2,0,0,0,1,0.5273
33.9193,-118.1138,0,4,0,19,0,0,1.0
34.0443,-118.2698,2,2,0,0,1,1,0.72
34.0443,-118.2698,4,4,1,0,1,1,0.7143
34.0113,-118.2568,11,1,0,3,1,0,1.0
33.9453,-118.3468,11,1,0,12,1,0,1.0
33.9533,-118.4208,5,2,0,17,1,0,1.0
33.9733,-118.4178,0,3,0,16,0,0,1.0
34.0083,-118.3188,4,3,0,6,0,0,1.0
33.9073,-118.1808,4,4,0,16,1,0,1.0
33.9203,-118.3948,8,3,0,17,1,1,1.0
34.0033,-118.2188,5,3,1,6,1,1,1.0
34.0473,-118.1648,9,1,0,10,0,1,1.0
33.9593,-118.3548,4,3,0,12,0,1,1.0
34.0443,-118.2698,8,4,0,0,1,1,0.5897
34.0443,-118.2698,11,1,1,0,1,0,0.8
34.0293,-118.2578,3,1,0,1,0,1,1.0
33.9133,-118.1608,10,1,0,17,1,0,1.0
33.9283,-118.3208,2,1,0,12,0,0,1.0
34.0443,-118.2698,1,1,0,0,1,0,0.5
33.9173,-118.1908,7,2,0,14,1,0,1.0
34.0493,-118.0988,6,1,1,17,1,0,1.0
33.9313,-118.1368,3,3,1,17,0,1,1.0
33.8773,-118.2338,5,2,0,17,0,1,1.0
34.0023,-118.3938,5,3,0,13,0,0,1.0
33.9343,-118.1318,3,1,0,17,0,0,1.0
33.9013,-118.1548,2,2,0,18,0,0,1.0
34.0023,-118.1088,10,2,1,16,0,0,1.0
33.9673,-118.1778,7,3,0,11,0,0,1.0
34.0073,-118.1638,3,1,0,11,0,0,1.0
34.0343,-118.1998,0,1,1,7,1,0,1.0
34.0443,-118.2698,2,4,0,0,1,1,0.7188
34.0443,-118.3828,0,1,0,11,1,1,1.0
33.9963,-118.3348,8,4,0,8,0,1,1.0
34.0213,-118.1598,10,4,0,11,1,0,1.0
33.8683,-118.2208,7,4,0,18,0,1,1.0
34.0013,-118.2368,5,2,0,5,1,0,1.0
33.8413,-118.1888,10,4,0,21,1,1,1.0
33.9493,-118.2038,7,4,0,11,0,1,1.0
33.8823,-118.4108,2,1,0,21,0,0,1.0
34.0443,-118.2698,8,3,0,0,0,1,0.6604
33.9723,-118.1578,1,2,0,13,1,1,1.0
34.0223,-118.4288,1,1,0,16,0,0,1.0
33.9243,-118.3588,4,1,0,14,0,1,1.0
33.8363,-118.3238,3,4,0,21,0,1,1.0
33.9433,-118.1258,1,4,0,17,0,0,1.0
33.9583,-118.4008,1,1,0,15,1,0,1.0
33.8293,-118.2318,10,1,0,21,1,0,1.0
33.8343,-118.3238,8,3,0,21,1,1,1.0
33.9403,-118.1078,6,1,0,19,1,0,1.0
33.9883,-118.4498,10,2,0,18,1,0,1.0
33.9093,-118.3918,10,3,1,18,0,0,1.0
33.8333,-118.1978,11,2,0,22,1,1,1.0
34.0443,-118.2698,9,1,0,0,1,1,0.6481
34.0423,-118.2598,4,3,0,1,1,0,1.0
34.0183,-118.1688,4,3,0,10,0,1,1.0
34.0443,-118.2698,5,4,0,0,0,1,0.6216
33.9743,-118.1238,10,4,0,16,0,1,1.0
34.0443,-118.2698,1,1,0,0,0,0,0.5
33.9043,-118.1318,3,5,0,19,1,1,1.0
34.0443,-118.2698,3,3,0,0,1,1,0.6087
33.8803,-118.1318,6,1,0,21,0,0,1.0
34.0013,-118.3128,1,2,0,6,1,0,1.0
33.8613,-118.1808,0,1,0,20,0,1,1.0
33.8883,-118.1588,0,2,0,19,1,0,1.0
33.9403,-118.3928,5,2,0,16,1,1,1.0
34.0653,-118.3788,7,4,0,11,1,1,1.0
33.9473,-118.2848,4,2,0,9,0,1,1.0
34.0213,-118.2688,10,1,0,2,1,0,1.0
33.8573,-118.1898,7,3,1,20,1,0,1.0
33.9573,-118.3648,1,1,0,12,0,1,1.0
33.9103,-118.3888,6,3,0,17,1,1,1.0
34.0273,-118.3488,6,1,0,8,0,0,1.0
34.0183,-118.0888,3,4,0,18,0,0,1.0
34.0113,-118.0698,1,3,0,20,0,0,1.0
34.0423,-118.1218,4,4,0,14,0,1,1.0
34.0403,-118.2968,2,3,0,2,1,1,1.0
34.0373,-118.2228,2,3,0,4,0,1,1.0
33.9013,-118.3758,6,3,1,17,0,1,1.0
34.0433,-118.4818,6,2,1,21,1,0,1.0
34.0443,-118.2698,10,3,0,0,1,1,0.625
33.8883,-118.2458,6,4,1,15,0,0,1.0
34.0443,-118.2698,1,1,0,0,1,0,0.5
34.0323,-118.4298,3,3,0,16,1,0,1.0
33.8863,-118.1958,7,3,0,17,0,1,1.0
34.0443,-118.2698,7,3,0,0,0,1,0.7447
34.0343,-118.4178,5,1,0,14,0,0,1.0
33.9513,-118.4138,1,3,0,17,1,0,1.0
34.0083,-118.4718,0,4,0,20,0,1,1.0
33.9013,-118.2698,7,4,0,14,1,0,1.0
33.8593,-118.2638,3,4,0,18,0,1,1.0
33.8613,-118.3788,11,1,0,21,0,0,1.0
34.0023,-118.4118,6,3,0,14,0,0,1.0
34.0323,-118.2778,2,4,0,1,1,1,1.0
34.0443,-118.2698,0,4,0,0,0,1,0.614
34.0563,-118.0798,4,4,0,19,0,1,1.0
33.9623,-118.1568,1,1,1,13,1,1,1.0
34.0473,-118.0888,4,2,0,18,1,1,1.0
34.0443,-118.2698,3,1,1,0,0,1,0.6
34.0573,-118.4668,9,4,0,19,1,1,1.0
33.8993,-118.4008,5,4,0,19,1,1,1.0
34.0063,-118.3318,7,1,1,7,1,0,1.0
33.9423,-118.3208,3,4,0,11,1,0,1.0
34.0443,-118.2698,11,1,0,0,0,1,0.6667
33.8633,-118.4008,0,4,0,22,0,0,1.0
33.9343,-118.3048,5,3,0,11,1,0,1.0
34.0493,-118.4388,3,3,0,16,0,0,1.0
34.0333,-118.2858,6,3,0,1,1,1,1.0
34.0443,-118.2698,8,3,0,0,1,1,0.6604
33.9173,-118.4568,6,2,0,22,0,1,1.0
34.0443,-118.2698,2,3,0,0,1,1,0.6579
34.0343,-118.1598,5,2,0,11,0,1,1.0
34.0443,-118.2768,0,3,0,0,0,1,1.0
33.8743,-118.2778,3,3,0,17,0,0,1.0
34.0393,-118.1208,0,1,0,14,0,0,1.0
34.0443,-118.2698,2,4,0,0,1,1,0.7188
34.0543,-118.1338,0,3,1,13,0,1,1.0
33.9393,-118.1088,4,3,0,19,0,1,1.0
34.0443,-118.2698,2,3,0,0,1,1,0.6579
34.0443,-118.2698,0,2,0,0,0,1,0.5323
34.0353,-118.2418,6,3,0,2,1,0,1.0
34.0393,-118.2758,4,1,0,0,1,1,1.0
33.9263,-118.3768,3,2,1,15,0,1,1.0
34.0443,-118.2698,3,2,1,0,1,1,0.7273
34.0443,-118.2698,0,1,0,0,1,1,0.5862
34.0443,-118.2698,4,4,0,0,0,1,0.5435
34.0273,-118.2538,3,3,0,2,1,0,1.0
34.0103,-118.3568,5,4,0,9,0,1,1.0
33.9393,-118.2528,0,1,0,10,1,0,1.0
33.8523,-118.1888,2,4,0,20,0,1,1.0
33.9983,-118.3868,6,4,0,12,1,0,1.0
33.9473,-118.4358,8,2,0,19,0,1,1.0
34.0443,-118.2698,3,2,0,0,1,1,0.6613
34.0293,-118.2498,4,2,0,2,0,1,1.0
34.0443,-118.2698,1,1,0,0,1,0,0.5
33.9663,-118.2608,9,3,0,7,0,1,1.0
34.0193,-118.3598,0,3,1,9,0,0,1.0
34.0443,-118.2698,3,1,0,0,1,1,0.6863
33.9363,-118.4358,8,1,0,19,1,1,1.0
33.9403,-118.4128,2,1,0,17,1,0,1.0
34.0443,-118.2698,4,4,0,0,1,1,0.5435
33.8453,-118.2948,7,1,0,20,0,0,1.0
34.0443,-118.2698,8,1,0,0,1,1,0.587
34.0003,-118.2108,10,4,0,7,0,1,1.0
34.0443,-118.2698,0,3,0,0,1,1,0.5231
33.9893,-118.4188,5,1,0,15,0,1,1.0
33.8893,-118.3288,2,3,0,16,0,0,1.0
34.0443,-118.2698,9,1,0,0,0,1,0.6481
34.0443,-118.2698,5,1,0,0,0,1,0.5833
34.0443,-118.2698,3,1,0,0,0,1,0.6863
34.0373,-118.2658,8,1,0,0,1,1,1.0
33.9003,-118.3848,9,3,0,18,0,0,1.0
33.9773,-118.3928,8,1,0,14,0,0,1.0
34.0443,-118.2698,1,1,0,0,1,0,0.5
33.8753,-118.3828,0,1,0,20,1,0,1.0
34.0163,-118.2698,8,1,0,2,0,0,1.0
34.0413,-118.0748,9,3,0,19,1,1,1.0
34.0023,-118.3428,2,3,1,8,0,1,1.0
33.9073,-118.4188,8,1,0,20,0,0,1.0
34.0033,-118.2488,5,2,0,4,0,1,1.0
34.0443,-118.2698,1,2,0,0,1,1,0.6154
34.0353,-118.1598,2,2,0,11,1,1,1.0
33.8463,-118.1588,10,3,0,22,0,0,1.0
33.8813,-118.1338,1,3,0,21,1,1,1.0
33.9623,-118.3848,5,1,0,14,0,1,1.0
